id,vt,special,suffix,date,dir,path,timestamp,md5
028267-metasys-20120619-bri,28267,0,metasys-20120619-bri,20120619,20120619,20120619/028267-M-pyramid.tiff,1343682499,e258cb6d82ef562eb2ce49fcfcb7d7c6
9687-metasys-20120619A-bri,9687,0,metasys-20120619A-bri,20120619,20120619,20120619/9687~A-M-pyramid.tiff,1343754035,1e256089f48cd5ff997d391e3a628220
058856-metasys-20120619-bri,58856,0,metasys-20120619-bri,20120619,20120619,20120619/058856-M-pyramid.tiff,1343740106,11c773ad860958a5aecd57ee5ee8fa4c
024013-metasys-20120619A-bri,24013,0,metasys-20120619A-bri,20120619,20120619,20120619/024013~A-M-pyramid.tiff,1343670425,94b740abe78cfd3c7801f61892fd91ad
040574-metasys-20120619-bri,40574,0,metasys-20120619-bri,20120619,20120619,20120619/040574-M-pyramid.tiff,1343704881,89a005795a724be35e2d681596266e48
039494-metasys-20120619-bri,39494,0,metasys-20120619-bri,20120619,20120619,20120619/039494-M-pyramid.tiff,1343698007,9d71bbc1febed74577da0c2cce4d1b5b
2664-metasys-20120619-bri,2664,0,metasys-20120619-bri,20120619,20120619,20120619/2664-M-pyramid.tiff,1343749491,9897670ce6d840d6235c994471407882
6458-metasys-20120619-bri,6458,0,metasys-20120619-bri,20120619,20120619,20120619/6458-M-pyramid.tiff,1343751755,19b83e596d52016e12adcf64651c137a
058712-metasys-20120619A-bri,58712,0,metasys-20120619A-bri,20120619,20120619,20120619/058712~A-M-pyramid.tiff,1343739145,6f7b66b3de55d15d0c15966357772f5b
039529-metasys-20120619-bri,39529,0,metasys-20120619-bri,20120619,20120619,20120619/039529-M-pyramid.tiff,1343700189,ead6c5b688268596ffc45624b119b4fa
037576-metasys-20120619-bri,37576,0,metasys-20120619-bri,20120619,20120619,20120619/037576-M-pyramid.tiff,1343694959,02d4fc7dd488732144f1fa6e2f5740dc
026749-metasys-20120619-bri,26749,0,metasys-20120619-bri,20120619,20120619,20120619/026749-M-pyramid.tiff,1343672794,dec2dc6865ea16e1490d80cecad73828
054846-metasys-20120619A-bri,54846,0,metasys-20120619A-bri,20120619,20120619,20120619/054846~A-M-pyramid.tiff,1343724504,0347065e218d84b46aaaf54342cd7a15
0272-metasys-20120619-bri,272,0,metasys-20120619-bri,20120619,20120619,20120619/0272-M-pyramid.tiff,1343674799,7a579edc2c94739af5b7d5b2a4f4f11f
022290-metasys-20120619A-bri,22290,0,metasys-20120619A-bri,20120619,20120619,20120619/022290~A-M-pyramid.tiff,1343669774,366784ec7c18db68d9344734340e029b
057057-metasys-20120619-bri,57057,0,metasys-20120619-bri,20120619,20120619,20120619/057057-M-pyramid.tiff,1343728473,6ec92470a44549b5c5798701619adcec
